Data,Periodo,Região,Estado,Laboratório,Variante,Variantes relevantes,Quantidade
2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,Outras,7
2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,Outras,2
2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1,Outras,1
2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,Outras,5
2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,Outras,27
2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,P.2,Outras,14
2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,P.7,Outras,1
2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,Outras,1
2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,Outras,4
2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,Outras,3
2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1,Outras,1
2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,Outras,4
2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,Outras,2
2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,P.2,Outras,10
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,Outras,2
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,Outras,18
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,Outras,25
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,Outras,40
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,Outras,2
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.120,Outras,1
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,Outras,12
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,Outras,11
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.393,Outras,1
2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,P.2,Outras,22
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1,Outras,2
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1,Outras,4
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.28,Outras,41
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.33,Outras,8
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.332,Outras,5
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,N.9,Outras,14
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,P.2,Outras,28
2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,P.7,Outras,3
2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,Outras,24
2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,Outras,6
2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.177.52,Outras,1
2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,P.2,Outras,37
2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,P.7,Outras,7
2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1,Outras,3
2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1,Outras,1
2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.274,Outras,1
2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.28,Outras,43
2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.33,Outras,7
2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.362,Outras,1
2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.499,Outras,3
2020-11-01,Nov 2020,Sul,Paraná,Outros,N.9,Outras,1
2020-11-01,Nov 2020,Sul,Paraná,Outros,P.2,Outras,11
2020-11-01,Nov 2020,Sul,Paraná,Outros,P.7,Outras,1
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.332,Outras,1
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,FIOCRUZ,P.2,Outras,4
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1,Outras,2
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1,Outras,3
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,Outras,56
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,Outras,21
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.91,Outras,6
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,P.1,Gama,1
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,P.2,Outras,77
2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,P.7,Outras,34
2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,Outras,1
2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,P.2,Outras,7
2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,P.7,Outras,1
2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,B.1.1.28,Outras,1
2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,P.2,Outras,5
2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,P.7,Outras,1
2020-12-01,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,Outras,1
2020-12-01,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.7,Outras,2
2020-12-01,Dez 2020,Centro-oeste,Goiás,FIOCRUZ,P.2,Outras,1
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1,Outras,3
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.28,Outras,13
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.33,Outras,2
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.332,Outras,2
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,N.9,Outras,3
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.1,Gama,1
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.2,Outras,47
2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.7,Outras,3
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,Outras,2
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,Outras,3
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,P.2,Outras,3
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,P.7,Outras,1
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1,Outras,2
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,Outras,5
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,Outras,8
2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,Outras,15
2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1,Outras,1
2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,N.9,Outras,1
2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,P.2,Outras,17
2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,P.7,Outras,1
2020-12-01,Dez 2020,Nordeste,Alagoas,Outros,B.1.1.28,Outras,1
2020-12-01,Dez 2020,Nordeste,Alagoas,Outros,P.2,Outras,10
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,B.1,Outras,3
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,Outras,60
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,Outras,8
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,B.1.212,Outras,1
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,N.9,Outras,18
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.1,Gama,2
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.2,Outras,23
2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.7,Outras,1
2020-12-01,Dez 2020,Nordeste,Bahia,Outros,B.1.1.28,Outras,3
2020-12-01,Dez 2020,Nordeste,Bahia,Outros,B.1.1.371,Outras,1
2020-12-01,Dez 2020,Nordeste,Bahia,Outros,N.9,Outras,1
2020-12-01,Dez 2020,Nordeste,Bahia,Outros,P.1,Gama,3
2020-12-01,Dez 2020,Nordeste,Bahia,Outros,P.2,Outras,4
2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1,Outras,2
2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.28,Outras,3
2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,Outras,8
2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,P.2,Outras,8
2020-12-01,Dez 2020,Nordeste,Ceará,Outros,B.1.1,Outras,1
2020-12-01,Dez 2020,Nordeste,Ceará,Outros,B.1.1.28,Outras,1
2020-12-01,Dez 2020,Nordeste,Ceará,Outros,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Nordeste,Ceará,Outros,P.2,Outras,5
2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.28,Outras,7
2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.33,Outras,4
2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.332,Outras,4
2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,N.9,Outras,11
2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.1,Gama,1
2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.2,Outras,10
2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,B.1.1.332,Outras,1
2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,N.10,Outras,1
2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,N.9,Outras,7
2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,P.2,Outras,3
2020-12-01,Dez 2020,Nordeste,Paraíba,FIOCRUZ,N.9,Outras,1
2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1,Outras,2
2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1,Outras,6
2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.28,Outras,8
2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.33,Outras,2
2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,N.9,Outras,1
2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,P.2,Outras,10
2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,P.7,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,Outras,2
2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.45,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,N.9,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,Outras,14
2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,B.1.1,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,B.1.1.28,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,B.1.212,Outras,1
2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,P.2,Outras,3
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,Outras,1
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,P.2,Outras,7
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1,Outras,7
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,Outras,2
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.177.75,Outras,1
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,N.9,Outras,1
2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,P.2,Outras,7
2020-12-01,Dez 2020,Norte,Acre,FIOCRUZ,B.1.1.28,Outras,4
2020-12-01,Dez 2020,Norte,Acre,FIOCRUZ,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Norte,Acre,Outros,P.2,Outras,1
2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.1.28,Outras,1
2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.160.25,Outras,1
2020-12-01,Dez 2020,Norte,Amapá,Outros,P.2,Outras,14
2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,Outras,12
2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,Outras,3
2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.378,Outras,11
2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,N.9,Outras,3
2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,P.1,Gama,57
2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,P.2,Outras,10
2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1,Outras,3
2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1,Outras,10
2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.28,Outras,23
2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.33,Outras,4
2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.378,Outras,11
2020-12-01,Dez 2020,Norte,Amazonas,Outros,N.9,Outras,3
2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.1,Gama,72
2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.1.15,Gama,15
2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.2,Outras,39
2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.7,Outras,1
2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1,Outras,5
2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1.28,Outras,3
2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Norte,Pará,Outros,N.9,Outras,2
2020-12-01,Dez 2020,Norte,Pará,Outros,P.2,Outras,15
2020-12-01,Dez 2020,Norte,Tocantins,Outros,P.2,Outras,2
2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,Outras,6
2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,Outras,6
2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,Outras,9
2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,P.7,Outras,1
2020-12-01,Dez 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,Outras,4
2020-12-01,Dez 2020,Sudeste,Espírito Santo,Outros,N.8,Outras,1
2020-12-01,Dez 2020,Sudeste,Espírito Santo,Outros,P.2,Outras,6
2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,Outras,1
2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,Outras,6
2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,Outras,8
2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,Outras,2
2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.91,Outras,1
2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,P.2,Outras,20
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,Outras,4
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,Outras,8
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.97,Outras,1
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,N.9,Outras,1
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,Outras,80
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.7,Outras,1
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,B.1,Outras,4
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,Outras,4
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,Outras,4
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,B.1.407,Outras,1
2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,P.2,Outras,57
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1,Outras,1
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1.28,Outras,32
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1.33,Outras,5
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1.332,Outras,2
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1.7,Outras,4
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,N.9,Outras,10
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,P.2,Outras,37
2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,P.7,Outras,6
2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,Outras,18
2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,Outras,1
2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,B.1.1.332,Outras,1
2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,B.1.499,Outras,1
2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,P.2,Outras,32
2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,P.7,Outras,8
2020-12-01,Dez 2020,Sul,Paraná,Outros,B.1.1.28,Outras,23
2020-12-01,Dez 2020,Sul,Paraná,Outros,B.1.1.33,Outras,5
2020-12-01,Dez 2020,Sul,Paraná,Outros,B.1.499,Outras,2
2020-12-01,Dez 2020,Sul,Paraná,Outros,P.1,Gama,1
2020-12-01,Dez 2020,Sul,Paraná,Outros,P.2,Outras,50
2020-12-01,Dez 2020,Sul,Paraná,Outros,P.7,Outras,4
2020-12-01,Dez 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,Outras,1
